"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Li Y.; Li X.; Ren N.; Ou J.","Li, Yanwei (57881173800); Li, Xiang (56048892100); Ren, Nianxin (33368198400); Ou, Jinping (57211125450)","57881173800; 56048892100; 33368198400; 57211125450","Hydrodynamic Responses of a Novel Modular Floating Structure System With Multi-Direction Expansion","2023","Journal of Offshore Mechanics and Arctic Engineering","145","3","030902","","","","0","10.1115/1.4056163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144039699&doi=10.1115%2f1.4056163&partnerID=40&md5=53507544b0fda1870a85e60fc87376a9","Article","Scopus","2-s2.0-85144039699"
"Wang J.; Qin H.; Hu Z.; Mu L.","Wang, Jiaqian (57882073100); Qin, Hao (57192080786); Hu, Zhe (56229897900); Mu, Lin (58043204400)","57882073100; 57192080786; 56229897900; 58043204400","Three-dimensional study on the interaction between a container ship and freak waves in beam sea","2023","International Journal of Naval Architecture and Ocean Engineering","15","","100509","","","","0","10.1016/j.ijnaoe.2022.100509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145649091&doi=10.1016%2fj.ijnaoe.2022.100509&partnerID=40&md5=75729b6ef8ce5f4a6ec0a90d67b6e4db","Article","Scopus","2-s2.0-85145649091"
"Milani L.; Thorniley S.; Kurniawan A.; Wolgamot H.","Milani, Lydia (58136858000); Thorniley, Sam (58135777800); Kurniawan, Adi (56235289300); Wolgamot, Hugh (55209874100)","58136858000; 58135777800; 56235289300; 55209874100","Modelling and testing of a pressure-differential wave energy converter with flexible membranes","2023","Applied Ocean Research","134","","103516","","","","0","10.1016/j.apor.2023.103516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149751290&doi=10.1016%2fj.apor.2023.103516&partnerID=40&md5=a89dc7a1c6fbc3c7e54064a0f5e6b2a0","Article","Scopus","2-s2.0-85149751290"
"Prasad I.M.; Prasad N.M.; Prasad R.M.; Behera H.","Prasad, I.M. (58183509200); Prasad, N.M. (57209476585); Prasad, R.M. (57209819229); Behera, H. (57190963013)","58183509200; 57209476585; 57209819229; 57190963013","Attenuation in hydroelastic response of floating-elastic-plate by porous membrane in two-layer fluid with bottom undulation","2023","Ocean Engineering","280","","114806","","","","0","10.1016/j.oceaneng.2023.114806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160333248&doi=10.1016%2fj.oceaneng.2023.114806&partnerID=40&md5=ca01337cb9db62bbc5a40a157dd1ed6b","Article","Scopus","2-s2.0-85160333248"
"Gao H.; He K.; Guo W.; Gao X.; Li B.; Zou J.; Ding S.; Song Y.","Gao, Hongtao (7402971214); He, Kunda (58065559200); Guo, Wenjie (58065840600); Gao, Xiangcheng (57890113800); Li, Biao (55612101600); Zou, Jin (58192350500); Ding, Shuai (58065013400); Song, Yuchao (58191732700)","7402971214; 58065559200; 58065840600; 57890113800; 55612101600; 58192350500; 58065013400; 58191732700","Response power of floating three-body wave energy converter with different shapes","2023","Sustainable Energy Technologies and Assessments","57","","103225","","","","0","10.1016/j.seta.2023.103225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153259705&doi=10.1016%2fj.seta.2023.103225&partnerID=40&md5=fa2ec3de46d2c775cc3b5656f1320f31","Article","Scopus","2-s2.0-85153259705"
"Yazdi H.; Ghafari H.R.; Ghassemi H.; He G.; Karimirad M.","Yazdi, Hossein (57891756100); Ghafari, Hamid Reza (57201340723); Ghassemi, Hassan (23008523400); He, Guanghua (35366322200); Karimirad, Madjid (36084399400)","57891756100; 57201340723; 23008523400; 35366322200; 36084399400","Wave power extraction by Multi-Salter's duck WECs arrayed on the floating offshore wind turbine platform","2023","Energy","278","","127930","","","","0","10.1016/j.energy.2023.127930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160513174&doi=10.1016%2fj.energy.2023.127930&partnerID=40&md5=566e3c077039268deeb954fae8feb987","Article","Scopus","2-s2.0-85160513174"
"Joensen B.; Bingham H.B.; Read R.W.; Nielsen K.; Trevino J.B.","Joensen, Bárður (57355281100); Bingham, Harry B. (7007070600); Read, Robert W. (7201365225); Nielsen, Kim (35272558500); Trevino, Jokin Brito (57355940400)","57355281100; 7007070600; 7201365225; 35272558500; 57355940400","Hydrodynamic analysis of one-way energy capture by an oscillating water column wave energy device","2023","Energy Reports","9","","","5306","5322","16","0","10.1016/j.egyr.2023.04.052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154557484&doi=10.1016%2fj.egyr.2023.04.052&partnerID=40&md5=b6a2bd22910a93fc888b16f2e8afb876","Article","Scopus","2-s2.0-85154557484"
"Morais F.J.F.; Carrelhas A.A.D.; Gato L.M.C.","Morais, F.J.F. (58195797200); Carrelhas, A.A.D. (57208272722); Gato, L.M.C. (7004360885)","58195797200; 57208272722; 7004360885","Biplane-rotor Wells turbine: The influence of solidity, presence of guide vanes and comparison with other configurations","2023","Energy","276","","127514","","","","1","10.1016/j.energy.2023.127514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153509778&doi=10.1016%2fj.energy.2023.127514&partnerID=40&md5=e20db3d21d53e1cd46196a58041398f9","Article","Scopus","2-s2.0-85153509778"
"Ahmed A.; Azam A.; Wang Y.; Tan X.; Yi M.; Zhang Z.","Ahmed, Ammar (57211583874); Azam, Ali (57211580254); Wang, Yanen (57656332100); Tan, Xing (57668093800); Yi, Minyi (57223354055); Zhang, Zutao (14625810900)","57211583874; 57211580254; 57656332100; 57668093800; 57223354055; 14625810900","On the S-shaped floaters for a Wavestar-like wave energy converter with an I-shaped mechanical power take-off","2023","Energy Conversion and Management: X","19","","100387","","","","0","10.1016/j.ecmx.2023.100387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154561694&doi=10.1016%2fj.ecmx.2023.100387&partnerID=40&md5=9582d8fd7cb2f415061feb313fdadeee","Article","Scopus","2-s2.0-85154561694"
"Zhu G.; Samuel J.; Zheng S.; Hughes J.; Simmonds D.; Greaves D.","Zhu, Guixun (57214443803); Samuel, John (58167215400); Zheng, Siming (55553935700); Hughes, Jason (7404720382); Simmonds, David (7007087155); Greaves, Deborah (7102627638)","57214443803; 58167215400; 55553935700; 7404720382; 7007087155; 7102627638","Numerical investigation on the hydrodynamic performance of a 2D U-shaped Oscillating Water Column wave energy converter","2023","Energy","274","","127357","","","","0","10.1016/j.energy.2023.127357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151420647&doi=10.1016%2fj.energy.2023.127357&partnerID=40&md5=3deaec22e6487218580f5356725aeaa5","Article","Scopus","2-s2.0-85151420647"
"Mi J.; Wu X.; Capper J.; Li X.; Shalaby A.; Wang R.; Lin S.; Hajj M.; Zuo L.","Mi, Jia (57194037408); Wu, Xian (57736495300); Capper, Joseph (57354374600); Li, Xiaofan (57192706744); Shalaby, Ahmed (57981788400); Wang, Ruoyu (57216363135); Lin, Shihong (36559618200); Hajj, Muhammad (7003767315); Zuo, Lei (57392426300)","57194037408; 57736495300; 57354374600; 57192706744; 57981788400; 57216363135; 36559618200; 7003767315; 57392426300","Experimental investigation of a reverse osmosis desalination system directly powered by wave energy","2023","Applied Energy","343","","121194","","","","0","10.1016/j.apenergy.2023.121194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159211808&doi=10.1016%2fj.apenergy.2023.121194&partnerID=40&md5=d813deb470668e859c31ed881d4ecb4b","Article","Scopus","2-s2.0-85159211808"
"Medina Rodríguez A.A.; Trivedi K.; Koley S.; Oderiz Martinez I.; Mendoza E.; Posada Vanegas G.; Silva R.","Medina Rodríguez, Ayrton Alfonso (57184317000); Trivedi, Kshma (57216703402); Koley, Santanu (57205636510); Oderiz Martinez, Itxaso (58159927100); Mendoza, Edgar (55702520934); Posada Vanegas, Gregorio (56002672500); Silva, Rodolfo (55993636000)","57184317000; 57216703402; 57205636510; 58159927100; 55702520934; 56002672500; 55993636000","Improved hydrodynamic performance of an OWC device based on a Helmholtz resonator","2023","Energy","273","","127299","","","","0","10.1016/j.energy.2023.127299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151027768&doi=10.1016%2fj.energy.2023.127299&partnerID=40&md5=5f7a45f01d52b24179bafd69532cbc9d","Article","Scopus","2-s2.0-85151027768"
"Fenu B.; Bonfanti M.; Bardazzi A.; Pilloton C.; Lucarelli A.; Mattiazzo G.","Fenu, Beatrice (57217631385); Bonfanti, Mauro (57201721598); Bardazzi, Andrea (56018274900); Pilloton, Chiara (57444566700); Lucarelli, Alessia (57195223512); Mattiazzo, Giuliana (6602883396)","57217631385; 57201721598; 56018274900; 57444566700; 57195223512; 6602883396","Experimental investigation of a Multi-OWC wind turbine floating platform","2023","Ocean Engineering","281","","114619","","","","0","10.1016/j.oceaneng.2023.114619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159127790&doi=10.1016%2fj.oceaneng.2023.114619&partnerID=40&md5=e7b8a7e00a26d34c32ddba2edbbfa032","Article","Scopus","2-s2.0-85159127790"
"Jeong H.-J.; Koo W.","Jeong, Ho-Jin (57565464300); Koo, Weoncheol (7006192583)","57565464300; 7006192583","Analysis of various algorithms for optimizing the wave energy converters associated with a sloped wall-type breakwater","2023","Ocean Engineering","276","","114199","","","","0","10.1016/j.oceaneng.2023.114199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150796259&doi=10.1016%2fj.oceaneng.2023.114199&partnerID=40&md5=eed243fa1b8738d002b6904f89127882","Article","Scopus","2-s2.0-85150796259"
"Ahmed A.; Wang Y.; Azam A.; Li N.; Jia C.; Zhang Z.","Ahmed, Ammar (57211583874); Wang, Yanen (57656332100); Azam, Ali (57211580254); Li, Ning (57365151300); Jia, Changyuan (57365223600); Zhang, Zutao (14625810900)","57211583874; 57656332100; 57211580254; 57365151300; 57365223600; 14625810900","Design of an S-shaped point-absorber wave energy converter with a non-linear PTO to power the satellite-respondent buoys in the East China Sea","2023","Ocean Engineering","275","","114162","","","","1","10.1016/j.oceaneng.2023.114162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150063761&doi=10.1016%2fj.oceaneng.2023.114162&partnerID=40&md5=e2772dd32895281f3ef3b7237995af69","Article","Scopus","2-s2.0-85150063761"
"Zhang S.; Sang H.; Sun X.; Liu F.; Zhou Y.; Yu P.","Zhang, Shuai (57219252540); Sang, Hongqiang (35932656300); Sun, Xiujun (57221082699); Liu, Fen (57142974700); Zhou, Ying (57218154721); Yu, Peiyuan (57219251039)","57219252540; 35932656300; 57221082699; 57142974700; 57218154721; 57219251039","Research on the maneuverability and path following control of the wave glider with a propeller-rudder system","2023","Ocean Engineering","278","","114346","","","","0","10.1016/j.oceaneng.2023.114346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151665438&doi=10.1016%2fj.oceaneng.2023.114346&partnerID=40&md5=edff9fdeb49a98f5be45925a417c0f11","Article","Scopus","2-s2.0-85151665438"
"Carrelhas A.A.D.; Gato L.M.C.; Henriques J.C.C.; Marques G.D.","Carrelhas, A.A.D. (57208272722); Gato, L.M.C. (7004360885); Henriques, J.C.C. (36173947400); Marques, G.D. (7006311208)","57208272722; 7004360885; 36173947400; 7006311208","Estimation of generator electrical power output and turbine torque in modelling and field testing of OWC wave energy converters","2023","Energy Conversion and Management: X","19","","100384","","","","1","10.1016/j.ecmx.2023.100384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159632362&doi=10.1016%2fj.ecmx.2023.100384&partnerID=40&md5=d4d2f87dbadeab966ceb70577edecd3e","Article","Scopus","2-s2.0-85159632362"
"Zou S.; Robertson B.; Yim S.","Zou, Shangyan (57191494965); Robertson, Bryson (56252010800); Yim, Solomon (7101624326)","57191494965; 56252010800; 7101624326","Practical power absorption assessment limits for generic wave energy converters","2023","Ocean Engineering","277","","114303","","","","0","10.1016/j.oceaneng.2023.114303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151861424&doi=10.1016%2fj.oceaneng.2023.114303&partnerID=40&md5=93123027c1af47e89f84ff1f5492df6d","Article","Scopus","2-s2.0-85151861424"
"Khasawneh M.A.; Daqaq M.F.","Khasawneh, Mohammad A. (57520118200); Daqaq, Mohammed F. (6507760023)","57520118200; 6507760023","Experimental assessment of the performance of a bi-stable point wave energy absorber under harmonic incident waves","2023","Ocean Engineering","280","","114494","","","","0","10.1016/j.oceaneng.2023.114494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154539256&doi=10.1016%2fj.oceaneng.2023.114494&partnerID=40&md5=cf4b6707cc594b704b5d707afcabfb5f","Article","Scopus","2-s2.0-85154539256"
"Faedo N.; Peña-Sanchez Y.; Pasta E.; Papini G.; Mosquera F.D.; Ferri F.","Faedo, Nicolás (57202423440); Peña-Sanchez, Yerai (57200690246); Pasta, Edoardo (57218541529); Papini, Guglielmo (57480592200); Mosquera, Facundo D. (57219278401); Ferri, Francesco (55355655400)","57202423440; 57200690246; 57218541529; 57480592200; 57219278401; 55355655400","SWELL: An open-access experimental dataset for arrays of wave energy conversion systems","2023","Renewable Energy","212","","","699","716","17","0","10.1016/j.renene.2023.05.069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160552043&doi=10.1016%2fj.renene.2023.05.069&partnerID=40&md5=b3d188c8d705edb39509520b01e4f750","Article","Scopus","2-s2.0-85160552043"
"Hlophe T.; Wolgamot H.; Taylor P.H.; Kurniawan A.; Orszaghova J.; Draper S.","Hlophe, Thobani (57223858896); Wolgamot, Hugh (55209874100); Taylor, Paul H. (56587227100); Kurniawan, Adi (56235289300); Orszaghova, Jana (6507242413); Draper, Scott (36620962200)","57223858896; 55209874100; 56587227100; 56235289300; 6507242413; 36620962200","Wave-By-Wave Prediction in Narrowly Spread Seas Using Fixed- and Drifting-Point Wave Records: Validation Using Physical Measurements","2023","Journal of Offshore Mechanics and Arctic Engineering","145","4","041201","","","","0","10.1115/1.4056422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148105099&doi=10.1115%2f1.4056422&partnerID=40&md5=ae12888e6ea211c4dc9dfde5eb8b5b02","Article","Scopus","2-s2.0-85148105099"
"Zheng S.; Phillips J.W.; Hann M.; Greaves D.","Zheng, Siming (55553935700); Phillips, John Wilfrid (57198608641); Hann, Martyn (55851687200); Greaves, Deborah (7102627638)","55553935700; 57198608641; 55851687200; 7102627638","Mathematical modelling of a floating Clam-type wave energy converter","2023","Renewable Energy","210","","","280","294","14","0","10.1016/j.renene.2023.04.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152888443&doi=10.1016%2fj.renene.2023.04.040&partnerID=40&md5=84103703c2cecd482d50873dcdd3bf00","Article","Scopus","2-s2.0-85152888443"
"Chen J.; Milne I.; Taylor P.H.; Gunawan D.; Zhao W.","Chen, Jialun (57944949700); Milne, Ian (36656148400); Taylor, Paul H. (56587227100); Gunawan, David (16202726100); Zhao, Wenhua (55725951900)","57944949700; 36656148400; 56587227100; 16202726100; 55725951900","Forward prediction of surface wave elevations and motions of offshore floating structures using a data-driven model","2023","Ocean Engineering","281","","114680","","","","0","10.1016/j.oceaneng.2023.114680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159267439&doi=10.1016%2fj.oceaneng.2023.114680&partnerID=40&md5=f78ba0b38e2dba4c128a91b330e9cb80","Article","Scopus","2-s2.0-85159267439"
"Zhang H.; Sun B.; Li Z.; Wang F.","Zhang, Hao (57200334730); Sun, Bin (55576978100); Li, Zhiwei (57577494400); Wang, Feifei (58164245800)","57200334730; 55576978100; 57577494400; 58164245800","Wave attenuation and motion response of floating breakwater with sponge material","2023","Ocean Engineering","277","","114325","","","","0","10.1016/j.oceaneng.2023.114325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151246296&doi=10.1016%2fj.oceaneng.2023.114325&partnerID=40&md5=8f5106c27797b990638a24cccf886332","Article","Scopus","2-s2.0-85151246296"
"Peng J.; Hu C.; Yang C.","Peng, Jingyu (58173561300); Hu, Chenxing (57194288020); Yang, Ce (58174425400)","58173561300; 57194288020; 58174425400","Influence of incoming wave conditions on the hysteretic behavior of an oscillating water column system for wave energy conversion","2023","Ocean Engineering","280","","114828","","","","0","10.1016/j.oceaneng.2023.114828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160327235&doi=10.1016%2fj.oceaneng.2023.114828&partnerID=40&md5=9bdae3e45e66f11056b367dad00fa3bc","Article","Scopus","2-s2.0-85160327235"
"Tran K.Q.; Duong N.T.; Luu L.X.; Tran L.H.; Rattanapitikon W.","Tran, Khiem Quang (57195357032); Duong, Nga Thanh (57224012889); Luu, Loc Xuan (58107307000); Tran, Linh Hoang (57845367000); Rattanapitikon, Winyu (6602518254)","57195357032; 57224012889; 58107307000; 57845367000; 6602518254","Development of novel parametric wave model for irregular wave height transformation","2023","Ocean Engineering","278","","114493","","","","0","10.1016/j.oceaneng.2023.114493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152645522&doi=10.1016%2fj.oceaneng.2023.114493&partnerID=40&md5=d67974f756588379b6453a5b40f1f3c4","Article","Scopus","2-s2.0-85152645522"
"Gao Q.; Yuan R.; Ertugrul N.; Ding B.; Hayward J.A.; Li Y.","Gao, Qiang (57219804973); Yuan, Rui (57288834400); Ertugrul, Nesimi (6603805103); Ding, Boyin (54948633800); Hayward, Jennifer A. (54787542700); Li, Ye (55974880400)","57219804973; 57288834400; 6603805103; 54948633800; 54787542700; 55974880400","Analysis of energy variability and costs for offshore wind and hybrid power unit with equivalent energy storage system","2023","Applied Energy","342","","121192","","","","0","10.1016/j.apenergy.2023.121192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156128003&doi=10.1016%2fj.apenergy.2023.121192&partnerID=40&md5=a337fdff6e3ced198bbed6cc27bfae0c","Article","Scopus","2-s2.0-85156128003"
